gene	R2_batch	R2_group	uniq_batch	uniq_group	dominant
ENSMUSG00000048126	0.0407	0.0585	0.0423	0.0601	group
ENSMUSG00000025450	0.0828	0.1022	0.0911	0.1105	group
ENSMUSG00000046561	0.0384	0.0137	0.0366	0.0119	batch
ENSMUSG00000025370	0.0246	0.0086	0.0234	0.0074	batch
ENSMUSG00000090125	0.4572	0.0022	0.4559	0.0009	batch
ENSMUSG00000028532	0.0584	0.0650	0.0524	0.0590	group
ENSMUSG00000030330	0.1195	0.1417	0.1313	0.1535	group
ENSMUSG00000057098	0.0000	0.0856	0.0001	0.0857	group
ENSMUSG00000041378	0.0932	0.1649	0.0936	0.1652	group
ENSMUSG00000026610	0.1212	0.0141	0.1201	0.0130	batch
ENSMUSG00000038816	0.0094	0.0899	0.0121	0.0926	group
ENSMUSG00000064065	0.1768	0.0306	0.1795	0.0333	batch
ENSMUSG00000033633	0.0050	0.0221	0.0047	0.0218	group
ENSMUSG00000051599	0.0061	0.0570	0.0057	0.0566	group
ENSMUSG00000069833	0.0087	0.1611	0.0123	0.1648	group
ENSMUSG00000037977	0.0485	0.0208	0.0491	0.0213	batch
ENSMUSG00000036533	0.2593	0.0215	0.2660	0.0282	batch
ENSMUSG00000035954	0.0159	0.0245	0.0177	0.0263	group
ENSMUSG00000044501	0.3337	0.0711	0.3453	0.0827	batch
ENSMUSG00000091002	0.0505	0.0208	0.0539	0.0243	batch
ENSMUSG00000029913	0.0403	0.1617	0.0329	0.1544	group
ENSMUSG00000098404	0.0001	0.0679	0.0002	0.0680	group
ENSMUSG00000046699	0.4384	0.0341	0.4462	0.0419	batch
ENSMUSG00000039278	0.4297	0.0947	0.4393	0.1043	batch
ENSMUSG00000033411	0.0712	0.0325	0.0748	0.0361	batch
ENSMUSG00000024137	0.0212	0.1166	0.0258	0.1213	group
ENSMUSG00000052713	0.0206	0.0448	0.0239	0.0480	group
ENSMUSG00000025597	0.2216	0.0230	0.2204	0.0218	batch
ENSMUSG00000021556	0.1122	0.0578	0.1044	0.0500	batch
ENSMUSG00000069170	0.0198	0.0856	0.0186	0.0844	group
ENSMUSG00000015850	0.0008	0.0468	0.0011	0.0471	group
ENSMUSG00000035783	0.0011	0.0461	0.0006	0.0455	group
ENSMUSG00000046449	0.2579	0.0115	0.2634	0.0170	batch
ENSMUSG00000039007	0.0329	0.0217	0.0337	0.0225	batch
ENSMUSG00000102070	0.4139	0.0404	0.4240	0.0505	batch
ENSMUSG00000064354	0.4130	0.0405	0.4231	0.0506	batch
ENSMUSG00000101249	0.3589	0.0297	0.3639	0.0348	batch
ENSMUSG00000010476	0.0410	0.0395	0.0440	0.0425	batch
ENSMUSG00000030235	0.0053	0.0514	0.0045	0.0505	group
ENSMUSG00000053205	0.3307	0.0801	0.3485	0.0980	batch
ENSMUSG00000023272	0.3883	0.0885	0.3721	0.0723	batch
ENSMUSG00000004894	0.0983	0.0146	0.0952	0.0116	batch
ENSMUSG00000003617	0.0239	0.0182	0.0256	0.0198	batch
ENSMUSG00000037679	0.0644	0.0247	0.0687	0.0289	batch
ENSMUSG00000066406	0.0109	0.2041	0.0163	0.2095	group
ENSMUSG00000051435	0.0031	0.0790	0.0029	0.0787	group
ENSMUSG00000100629	0.1482	0.1338	0.1627	0.1483	batch
ENSMUSG00000072501	0.4677	0.0579	0.4860	0.0763	batch
ENSMUSG00000021118	0.0001	0.0603	0.0001	0.0604	group
ENSMUSG00000091957	0.5525	0.0444	0.5535	0.0453	batch
ENSMUSG00000090021	0.0477	0.1032	0.0409	0.0964	group
ENSMUSG00000020519	0.8485	0.0045	0.8477	0.0037	batch
ENSMUSG00000032554	0.2180	0.0267	0.2200	0.0286	batch
ENSMUSG00000056162	0.0235	0.0523	0.0230	0.0518	group
ENSMUSG00000043631	0.0001	0.0371	0.0003	0.0373	group
ENSMUSG00000092035	0.0005	0.1195	0.0000	0.1190	group
ENSMUSG00000107096	0.0239	0.1833	0.0309	0.1902	group
ENSMUSG00000039899	0.0752	0.0097	0.0778	0.0123	batch
ENSMUSG00000104674	0.0025	0.0150	0.0024	0.0149	group
ENSMUSG00000031508	0.0499	0.2055	0.0596	0.2152	group
ENSMUSG00000103662	0.1118	0.0649	0.1186	0.0717	batch
ENSMUSG00000029182	0.0161	0.1352	0.0169	0.1359	group
ENSMUSG00000032259	0.0735	0.0458	0.0797	0.0521	batch
ENSMUSG00000092178	0.0221	0.0280	0.0213	0.0273	group
ENSMUSG00000046352	0.0000	0.0456	0.0000	0.0456	group
ENSMUSG00000067786	0.0660	0.0129	0.0692	0.0161	batch
ENSMUSG00000055639	0.2109	0.0919	0.2140	0.0950	batch
ENSMUSG00000054320	0.0058	0.0684	0.0045	0.0671	group
ENSMUSG00000026872	0.0367	0.0413	0.0407	0.0454	group
ENSMUSG00000058400	0.2295	0.0485	0.2195	0.0385	batch
ENSMUSG00000022759	0.0065	0.0970	0.0074	0.0979	group
ENSMUSG00000115276	0.1211	0.0395	0.1281	0.0465	batch
ENSMUSG00000020905	0.1990	0.0015	0.2012	0.0037	batch
ENSMUSG00000035576	0.1174	0.1008	0.1267	0.1101	batch
ENSMUSG00000081957	0.2033	0.0338	0.1967	0.0272	batch
ENSMUSG00000049583	0.0627	0.0301	0.0663	0.0337	batch
ENSMUSG00000041809	0.0002	0.1435	0.0003	0.1436	group
ENSMUSG00000041703	0.0001	0.0388	0.0000	0.0388	group
ENSMUSG00000035032	0.0182	0.1170	0.0214	0.1203	group
ENSMUSG00000031112	0.5039	0.0598	0.5191	0.0750	batch
ENSMUSG00000085711	0.1255	0.0394	0.1327	0.0467	batch
ENSMUSG00000035262	0.0003	0.0527	0.0008	0.0532	group
ENSMUSG00000007944	0.0573	0.0618	0.0611	0.0656	group
ENSMUSG00000026831	0.1295	0.0661	0.1324	0.0690	batch
ENSMUSG00000109472	0.0315	0.0327	0.0299	0.0311	group
ENSMUSG00000026830	0.0869	0.0583	0.0800	0.0513	batch
ENSMUSG00000060988	0.4393	0.0176	0.4407	0.0190	batch
ENSMUSG00000043144	0.0066	0.0253	0.0056	0.0243	group
ENSMUSG00000095199	0.0007	0.1286	0.0001	0.1279	group
ENSMUSG00000028527	0.3449	0.0688	0.3302	0.0541	batch
ENSMUSG00000033788	0.1444	0.0084	0.1440	0.0080	batch
ENSMUSG00000009207	0.4922	0.0278	0.5020	0.0376	batch
ENSMUSG00000081996	0.6038	0.0415	0.5983	0.0360	batch
ENSMUSG00000040812	0.0191	0.0609	0.0212	0.0630	group
ENSMUSG00000029352	0.0132	0.0465	0.0116	0.0449	group
ENSMUSG00000019970	0.0099	0.1665	0.0087	0.1652	group
ENSMUSG00000033987	0.1018	0.0505	0.1091	0.0578	batch
ENSMUSG00000034653	0.3875	0.0055	0.3932	0.0112	batch
ENSMUSG00000026826	0.1016	0.0210	0.1067	0.0261	batch
ENSMUSG00000046922	0.1232	0.0804	0.1168	0.0741	batch
ENSMUSG00000087153	0.0094	0.0509	0.0114	0.0529	group
ENSMUSG00000047843	0.7905	0.0175	0.8026	0.0296	batch
ENSMUSG00000118310	0.1092	0.0392	0.1112	0.0411	batch
ENSMUSG00000050558	0.0001	0.0847	0.0002	0.0848	group
ENSMUSG00000027580	0.0414	0.2153	0.0511	0.2250	group
ENSMUSG00000021950	0.0004	0.0555	0.0005	0.0556	group
ENSMUSG00000035697	0.0114	0.1571	0.0148	0.1605	group
ENSMUSG00000035948	0.0071	0.0578	0.0060	0.0567	group
ENSMUSG00000030583	0.0058	0.0706	0.0040	0.0687	group
ENSMUSG00000055322	0.0701	0.0570	0.0768	0.0638	batch
ENSMUSG00000105632	0.1162	0.1176	0.1289	0.1302	group
ENSMUSG00000041607	0.0258	0.0397	0.0292	0.0431	group
ENSMUSG00000032548	0.0871	0.1458	0.0762	0.1349	group
ENSMUSG00000055653	0.0791	0.0219	0.0836	0.0264	batch
ENSMUSG00000054594	0.0805	0.0123	0.0824	0.0142	batch
ENSMUSG00000030655	0.0649	0.1975	0.0771	0.2097	group
ENSMUSG00000093800	0.0195	0.0904	0.0155	0.0865	group
ENSMUSG00000059588	0.1918	0.0164	0.1902	0.0148	batch
ENSMUSG00000030309	0.0958	0.1666	0.1095	0.1802	group
ENSMUSG00000026768	0.1304	0.0504	0.1391	0.0592	batch
ENSMUSG00000085894	0.0760	0.0857	0.0835	0.0932	group
ENSMUSG00000033721	0.0300	0.0094	0.0289	0.0083	batch
ENSMUSG00000052372	0.5696	0.0252	0.5783	0.0339	batch
ENSMUSG00000029546	0.1177	0.0038	0.1200	0.0062	batch
ENSMUSG00000012126	0.0497	0.0255	0.0526	0.0284	batch
ENSMUSG00000030259	0.0385	0.0017	0.0378	0.0011	batch
ENSMUSG00000085035	0.0106	0.0135	0.0099	0.0129	group
ENSMUSG00000048600	0.0001	0.0278	0.0001	0.0279	group
ENSMUSG00000020758	0.0103	0.0510	0.0090	0.0496	group
ENSMUSG00000024006	0.0204	0.1425	0.0253	0.1473	group
ENSMUSG00000025324	0.1312	0.0824	0.1348	0.0860	batch
ENSMUSG00000064357	0.3612	0.0196	0.3709	0.0293	batch
ENSMUSG00000020788	0.0019	0.0957	0.0008	0.0946	group
ENSMUSG00000106928	0.0176	0.1893	0.0122	0.1839	group
ENSMUSG00000022822	0.0756	0.1761	0.0871	0.1877	group
ENSMUSG00000103839	0.2790	0.0013	0.2808	0.0031	batch
ENSMUSG00000082625	0.0037	0.0751	0.0034	0.0747	group
ENSMUSG00000074903	0.0202	0.0114	0.0188	0.0101	batch
ENSMUSG00000040929	0.0503	0.0502	0.0556	0.0556	batch
ENSMUSG00000043448	0.3435	0.0026	0.3416	0.0006	batch
ENSMUSG00000031344	0.0086	0.1922	0.0053	0.1889	group
ENSMUSG00000076612	0.0973	0.0133	0.1012	0.0172	batch
ENSMUSG00000026062	0.1953	0.1000	0.1817	0.0865	batch
ENSMUSG00000048029	0.0120	0.1565	0.0105	0.1550	group
ENSMUSG00000086228	0.0196	0.1690	0.0257	0.1751	group
ENSMUSG00000024517	0.2421	0.0464	0.2538	0.0581	batch
ENSMUSG00000027375	0.1118	0.0204	0.1141	0.0227	batch
ENSMUSG00000029208	0.1709	0.0921	0.1838	0.1049	batch
ENSMUSG00000021587	0.1261	0.0186	0.1304	0.0229	batch
ENSMUSG00000107086	0.0529	0.2181	0.0646	0.2298	group
ENSMUSG00000017466	0.0100	0.0444	0.0122	0.0466	group
ENSMUSG00000027676	0.2328	0.0635	0.2461	0.0767	batch
ENSMUSG00000020019	0.0033	0.0231	0.0027	0.0224	group
ENSMUSG00000022883	0.0117	0.0277	0.0100	0.0259	group
ENSMUSG00000019848	0.1100	0.0465	0.1041	0.0406	batch
ENSMUSG00000103694	0.0666	0.0488	0.0728	0.0550	batch
ENSMUSG00000040084	0.1225	0.0313	0.1291	0.0380	batch
ENSMUSG00000103092	0.0004	0.0369	0.0002	0.0367	group
ENSMUSG00000045441	0.0012	0.0843	0.0024	0.0855	group
ENSMUSG00000037416	0.1181	0.0439	0.1254	0.0512	batch
ENSMUSG00000042328	0.0080	0.1306	0.0108	0.1334	group
ENSMUSG00000036103	0.0133	0.0710	0.0166	0.0743	group
ENSMUSG00000104346	0.0198	0.0290	0.0222	0.0314	group
ENSMUSG00000070605	0.3218	0.1066	0.3355	0.1202	batch
ENSMUSG00000074715	0.0002	0.0052	0.0002	0.0051	group
ENSMUSG00000067931	0.0315	0.1383	0.0387	0.1456	group
ENSMUSG00000047730	0.2080	0.1160	0.2053	0.1133	batch
ENSMUSG00000061718	0.0031	0.0584	0.0027	0.0581	group
ENSMUSG00000017737	0.0839	0.0902	0.0801	0.0864	group
ENSMUSG00000007440	0.0111	0.0240	0.0103	0.0232	group
ENSMUSG00000097090	0.0180	0.1381	0.0235	0.1436	group
ENSMUSG00000079429	0.1184	0.0793	0.1262	0.0871	batch
ENSMUSG00000047797	0.1135	0.0422	0.1196	0.0483	batch
ENSMUSG00000049580	0.0865	0.0725	0.0829	0.0689	batch
ENSMUSG00000027474	0.0221	0.0472	0.0254	0.0506	group
ENSMUSG00000062184	0.2453	0.0491	0.2409	0.0447	batch
ENSMUSG00000024190	0.0461	0.0451	0.0495	0.0485	batch
ENSMUSG00000110148	0.1447	0.0409	0.1458	0.0419	batch
ENSMUSG00000064023	0.2919	0.0033	0.2959	0.0072	batch
ENSMUSG00000022533	0.0927	0.0347	0.0973	0.0392	batch
ENSMUSG00000084010	0.1576	0.0217	0.1582	0.0222	batch
ENSMUSG00000038079	0.0000	0.0498	0.0000	0.0498	group
ENSMUSG00000004933	0.0043	0.0466	0.0033	0.0456	group
ENSMUSG00000026278	0.3479	0.0211	0.3414	0.0146	batch
ENSMUSG00000029439	0.0497	0.1529	0.0581	0.1613	group
ENSMUSG00000042595	0.6471	0.0283	0.6623	0.0435	batch
ENSMUSG00000052135	0.3530	0.0179	0.3459	0.0108	batch
ENSMUSG00000073412	0.0022	0.0371	0.0032	0.0381	group
ENSMUSG00000020427	0.1130	0.0297	0.1178	0.0345	batch
ENSMUSG00000087231	0.2177	0.1412	0.2328	0.1563	batch
ENSMUSG00000017412	0.4645	0.0315	0.4768	0.0438	batch
ENSMUSG00000078902	0.1915	0.0436	0.2010	0.0531	batch
ENSMUSG00000026904	0.1589	0.0211	0.1599	0.0221	batch
ENSMUSG00000027931	0.0155	0.0457	0.0184	0.0486	group
ENSMUSG00000026730	0.6027	0.0028	0.6086	0.0087	batch
ENSMUSG00000089809	0.2019	0.0539	0.1918	0.0439	batch
ENSMUSG00000082922	0.0207	0.0128	0.0224	0.0145	batch
ENSMUSG00000041685	0.4039	0.0722	0.4228	0.0911	batch
ENSMUSG00000051590	0.1393	0.2391	0.1230	0.2228	group
ENSMUSG00000035179	0.1771	0.0274	0.1737	0.0240	batch
ENSMUSG00000048218	0.2759	0.0152	0.2700	0.0093	batch
ENSMUSG00000056771	0.0001	0.0723	0.0004	0.0726	group
ENSMUSG00000031255	0.2280	0.0062	0.2319	0.0101	batch
ENSMUSG00000073664	0.2613	0.1399	0.2817	0.1603	batch
ENSMUSG00000014778	0.0522	0.1387	0.0600	0.1466	group
ENSMUSG00000102752	0.0023	0.1227	0.0044	0.1247	group
ENSMUSG00000059540	0.0455	0.0295	0.0486	0.0326	batch
ENSMUSG00000104103	0.0429	0.0518	0.0414	0.0503	group
ENSMUSG00000059031	0.8473	0.0018	0.8467	0.0012	batch
ENSMUSG00000019874	0.1121	0.0241	0.1178	0.0299	batch
ENSMUSG00000039968	0.4340	0.0316	0.4474	0.0449	batch
ENSMUSG00000072946	0.0901	0.0147	0.0923	0.0169	batch
ENSMUSG00000030222	0.1397	0.0312	0.1334	0.0248	batch
ENSMUSG00000069892	0.0318	0.0152	0.0335	0.0169	batch
ENSMUSG00000035112	0.0963	0.0642	0.1048	0.0727	batch
ENSMUSG00000039167	0.0219	0.1639	0.0227	0.1647	group
ENSMUSG00000033227	0.0064	0.0214	0.0072	0.0222	group
ENSMUSG00000089991	0.0035	0.0453	0.0028	0.0447	group
ENSMUSG00000079045	0.0253	0.0593	0.0279	0.0619	group
ENSMUSG00000063406	0.8532	0.0031	0.8607	0.0106	batch
ENSMUSG00000087623	0.1574	0.1050	0.1653	0.1129	batch
ENSMUSG00000038011	0.0002	0.0863	0.0005	0.0866	group
ENSMUSG00000060621	0.0051	0.2538	0.0021	0.2508	group
ENSMUSG00000005397	0.0001	0.2122	0.0001	0.2123	group
ENSMUSG00000031209	0.1229	0.0499	0.1311	0.0581	batch
ENSMUSG00000031765	0.4288	0.1322	0.4539	0.1573	batch
ENSMUSG00000061527	0.1102	0.1051	0.1053	0.1002	batch
ENSMUSG00000028717	0.0587	0.0893	0.0653	0.0959	group
ENSMUSG00000025885	0.2762	0.0780	0.2643	0.0661	batch
ENSMUSG00000029633	0.0638	0.0128	0.0646	0.0136	batch
ENSMUSG00000064201	0.1340	0.0009	0.1335	0.0004	batch
ENSMUSG00000055148	0.2959	0.0063	0.2968	0.0072	batch
ENSMUSG00000015882	0.2895	0.0125	0.2923	0.0152	batch
ENSMUSG00000014932	0.1873	0.0108	0.1848	0.0082	batch
ENSMUSG00000061702	0.0160	0.0339	0.0145	0.0324	group
ENSMUSG00000053783	0.0209	0.1526	0.0209	0.1526	group
ENSMUSG00000047420	0.0332	0.0163	0.0353	0.0184	batch
ENSMUSG00000094108	0.0811	0.0295	0.0850	0.0334	batch
ENSMUSG00000043019	0.0019	0.0296	0.0027	0.0304	group
ENSMUSG00000049538	0.0772	0.1377	0.0871	0.1477	group
ENSMUSG00000038793	0.2650	0.0196	0.2691	0.0237	batch
ENSMUSG00000032908	0.0563	0.0027	0.0552	0.0016	batch
ENSMUSG00000022206	0.0100	0.0271	0.0095	0.0267	group
ENSMUSG00000043773	0.0120	0.0121	0.0118	0.0120	group
ENSMUSG00000021835	0.0151	0.0939	0.0170	0.0958	group
ENSMUSG00000100303	0.0048	0.0720	0.0069	0.0741	group
ENSMUSG00000055421	0.1325	0.0141	0.1326	0.0142	batch
ENSMUSG00000061802	0.0743	0.2384	0.0713	0.2354	group
ENSMUSG00000020651	0.3709	0.0578	0.3571	0.0440	batch
ENSMUSG00000038766	0.1397	0.1240	0.1540	0.1382	batch
ENSMUSG00000040710	0.3190	0.0097	0.3200	0.0107	batch
ENSMUSG00000029155	0.0017	0.0915	0.0011	0.0908	group
ENSMUSG00000026344	0.0004	0.0486	0.0010	0.0492	group
ENSMUSG00000044461	0.0874	0.0347	0.0859	0.0331	batch
ENSMUSG00000036777	0.1131	0.0409	0.1073	0.0351	batch
ENSMUSG00000026923	0.0204	0.0164	0.0186	0.0146	batch
ENSMUSG00000026399	0.0053	0.1408	0.0052	0.1407	group
ENSMUSG00000002910	0.0060	0.0026	0.0056	0.0022	batch
ENSMUSG00000039385	0.0803	0.0291	0.0767	0.0255	batch
ENSMUSG00000041957	0.1805	0.1013	0.1676	0.0885	batch
ENSMUSG00000114607	0.0375	0.0145	0.0352	0.0123	batch
ENSMUSG00000036856	0.0030	0.0082	0.0036	0.0088	group
ENSMUSG00000039205	0.0861	0.0900	0.0947	0.0987	group
ENSMUSG00000026778	0.0216	0.0525	0.0225	0.0535	group
ENSMUSG00000030321	0.1285	0.0796	0.1394	0.0904	batch
ENSMUSG00000031618	0.0001	0.0185	0.0000	0.0184	group
ENSMUSG00000021541	0.0198	0.0275	0.0221	0.0298	group
ENSMUSG00000020131	0.0954	0.0171	0.0925	0.0142	batch
ENSMUSG00000031883	0.2192	0.0165	0.2143	0.0116	batch
ENSMUSG00000020844	0.2439	0.0008	0.2460	0.0028	batch
ENSMUSG00000070720	0.0522	0.0188	0.0492	0.0159	batch
ENSMUSG00000032372	0.0563	0.0029	0.0566	0.0032	batch
ENSMUSG00000099481	0.0928	0.0782	0.0997	0.0851	batch
ENSMUSG00000022129	0.0136	0.0327	0.0134	0.0325	group
ENSMUSG00000097535	0.0442	0.0339	0.0461	0.0357	batch
ENSMUSG00000019906	0.0401	0.0305	0.0437	0.0341	batch
ENSMUSG00000055926	0.0827	0.1413	0.0941	0.1528	group
ENSMUSG00000030098	0.1900	0.1117	0.1975	0.1193	batch
ENSMUSG00000039841	0.0297	0.0072	0.0312	0.0087	batch
ENSMUSG00000052921	0.0525	0.0213	0.0509	0.0197	batch
ENSMUSG00000103334	0.0118	0.0032	0.0124	0.0038	batch
ENSMUSG00000047143	0.2773	0.0069	0.2742	0.0039	batch
ENSMUSG00000035357	0.0971	0.0147	0.0954	0.0130	batch
ENSMUSG00000037355	0.2703	0.1019	0.2884	0.1200	batch
ENSMUSG00000025823	0.3849	0.1194	0.3647	0.0991	batch
ENSMUSG00000102498	0.0409	0.0679	0.0441	0.0710	group
ENSMUSG00000115008	0.0000	0.0527	0.0000	0.0527	group
ENSMUSG00000071793	0.0359	0.0946	0.0423	0.1010	group
ENSMUSG00000020439	0.0384	0.0674	0.0410	0.0700	group
ENSMUSG00000110631	0.0551	0.1293	0.0638	0.1380	group
ENSMUSG00000041775	0.0466	0.0582	0.0503	0.0619	group
ENSMUSG00000018830	0.2260	0.1049	0.2394	0.1183	batch
ENSMUSG00000109481	0.1025	0.0222	0.1054	0.0252	batch
ENSMUSG00000074971	0.0193	0.0154	0.0181	0.0142	batch
ENSMUSG00000019768	0.0060	0.0098	0.0053	0.0091	group
ENSMUSG00000110070	0.0181	0.0015	0.0187	0.0021	batch
ENSMUSG00000033855	0.0245	0.0183	0.0224	0.0162	batch
ENSMUSG00000022763	0.0123	0.0781	0.0154	0.0812	group
ENSMUSG00000023828	0.1145	0.0469	0.1075	0.0398	batch
ENSMUSG00000053178	0.0016	0.0520	0.0023	0.0528	group
ENSMUSG00000100967	0.2071	0.0032	0.2069	0.0030	batch
ENSMUSG00000040651	0.0030	0.1195	0.0053	0.1218	group
ENSMUSG00000083375	0.1246	0.0040	0.1229	0.0023	batch
ENSMUSG00000028546	0.4588	0.0041	0.4571	0.0024	batch
ENSMUSG00000038582	0.1546	0.0005	0.1541	0.0000	batch
ENSMUSG00000113342	0.2590	0.0207	0.2565	0.0182	batch
ENSMUSG00000026834	0.2444	0.0664	0.2560	0.0780	batch
ENSMUSG00000023348	0.0000	0.1103	0.0004	0.1107	group
ENSMUSG00000021221	0.0117	0.0731	0.0090	0.0704	group
ENSMUSG00000050157	0.0006	0.0114	0.0006	0.0114	group
ENSMUSG00000022449	0.0334	0.1938	0.0418	0.2022	group
ENSMUSG00000001750	0.0000	0.1082	0.0001	0.1083	group
ENSMUSG00000025196	0.0000	0.0570	0.0000	0.0570	group
ENSMUSG00000048540	0.0242	0.0044	0.0232	0.0035	batch
ENSMUSG00000032253	0.3327	0.1882	0.3596	0.2150	batch
ENSMUSG00000053004	0.0293	0.0400	0.0260	0.0367	group
ENSMUSG00000109325	0.0024	0.1189	0.0025	0.1190	group
ENSMUSG00000020447	0.0298	0.1310	0.0356	0.1367	group
ENSMUSG00000023064	0.0917	0.0606	0.0958	0.0646	batch
ENSMUSG00000010122	0.0860	0.0621	0.0937	0.0698	batch
ENSMUSG00000043639	0.0134	0.0761	0.0110	0.0737	group
ENSMUSG00000073514	0.4672	0.0252	0.4796	0.0376	batch
ENSMUSG00000103770	0.0834	0.0439	0.0782	0.0387	batch
ENSMUSG00000068699	0.0093	0.2323	0.0059	0.2290	group
ENSMUSG00000047988	0.0483	0.1246	0.0563	0.1325	group
ENSMUSG00000024172	0.6361	0.0003	0.6388	0.0031	batch
ENSMUSG00000095403	0.0000	0.0372	0.0002	0.0374	group
ENSMUSG00000043259	0.0746	0.0024	0.0735	0.0013	batch
ENSMUSG00000079502	0.0133	0.0288	0.0145	0.0301	group
ENSMUSG00000040428	0.0465	0.0101	0.0459	0.0095	batch
ENSMUSG00000027744	0.0385	0.1312	0.0365	0.1292	group
ENSMUSG00000017417	0.0519	0.0113	0.0497	0.0092	batch
ENSMUSG00000074345	0.0022	0.1045	0.0040	0.1062	group
ENSMUSG00000093880	0.0161	0.1709	0.0221	0.1768	group
ENSMUSG00000033149	0.0692	0.0109	0.0722	0.0140	batch
ENSMUSG00000006777	0.0016	0.0749	0.0019	0.0752	group
ENSMUSG00000097640	0.1031	0.1188	0.0952	0.1109	group
ENSMUSG00000073131	0.7156	0.0022	0.7212	0.0078	batch
ENSMUSG00000107352	0.1277	0.0498	0.1359	0.0580	batch
ENSMUSG00000034579	0.1900	0.0831	0.2020	0.0951	batch
ENSMUSG00000061013	0.1259	0.0204	0.1303	0.0247	batch
ENSMUSG00000028730	0.0165	0.2094	0.0202	0.2132	group
ENSMUSG00000053626	0.0593	0.0189	0.0561	0.0157	batch
ENSMUSG00000109890	0.3165	0.0491	0.3065	0.0391	batch
ENSMUSG00000090877	0.4002	0.0771	0.3846	0.0614	batch
ENSMUSG00000005465	0.0453	0.0061	0.0438	0.0045	batch
ENSMUSG00000115049	0.0291	0.0976	0.0328	0.1013	group
ENSMUSG00000025905	0.0011	0.0035	0.0012	0.0036	group
ENSMUSG00000084289	0.5851	0.0371	0.6020	0.0540	batch
ENSMUSG00000044734	0.2194	0.0029	0.2223	0.0058	batch
ENSMUSG00000085917	0.0698	0.0035	0.0690	0.0027	batch
ENSMUSG00000095234	0.0904	0.0357	0.0945	0.0399	batch
ENSMUSG00000096596	0.0140	0.0366	0.0121	0.0347	group
ENSMUSG00000017716	0.0114	0.0371	0.0097	0.0354	group
ENSMUSG00000028341	0.0385	0.1367	0.0317	0.1299	group
ENSMUSG00000074743	0.0242	0.1586	0.0302	0.1646	group
ENSMUSG00000024127	0.0042	0.0133	0.0041	0.0132	group
ENSMUSG00000026193	0.1802	0.0923	0.1862	0.0983	batch
ENSMUSG00000112237	0.0254	0.2558	0.0182	0.2486	group
ENSMUSG00000029561	0.0691	0.0597	0.0733	0.0639	batch
ENSMUSG00000028864	0.0001	0.0532	0.0000	0.0531	group
ENSMUSG00000029372	0.0388	0.0722	0.0357	0.0691	group
ENSMUSG00000048047	0.0718	0.0389	0.0768	0.0438	batch
ENSMUSG00000106408	0.0005	0.0895	0.0010	0.0900	group
ENSMUSG00000043991	0.1718	0.0282	0.1776	0.0340	batch
ENSMUSG00000110373	0.0201	0.1391	0.0180	0.1370	group
ENSMUSG00000020752	0.0600	0.0621	0.0649	0.0670	group
ENSMUSG00000022768	0.1587	0.0518	0.1500	0.0431	batch
ENSMUSG00000035158	0.0489	0.0683	0.0543	0.0738	group
ENSMUSG00000025407	0.0201	0.0126	0.0192	0.0117	batch
ENSMUSG00000029823	0.3002	0.1129	0.3196	0.1324	batch
ENSMUSG00000073975	0.0852	0.0352	0.0838	0.0339	batch
ENSMUSG00000032621	0.1150	0.1935	0.1301	0.2085	group
ENSMUSG00000085385	0.1007	0.1018	0.1095	0.1106	group
ENSMUSG00000057182	0.0378	0.0231	0.0406	0.0260	batch
ENSMUSG00000078889	0.0854	0.0531	0.0927	0.0604	batch
ENSMUSG00000026347	0.0931	0.0247	0.0981	0.0298	batch
ENSMUSG00000058571	0.0019	0.0181	0.0021	0.0184	group
ENSMUSG00000030905	0.2831	0.0121	0.2864	0.0154	batch
ENSMUSG00000104277	0.0485	0.0601	0.0508	0.0624	group
ENSMUSG00000096449	0.3104	0.0049	0.3108	0.0053	batch
ENSMUSG00000048915	0.2125	0.0358	0.2043	0.0276	batch
ENSMUSG00000045288	0.0338	0.0426	0.0360	0.0448	group
ENSMUSG00000032854	0.0133	0.0604	0.0108	0.0578	group
ENSMUSG00000025529	0.3235	0.0451	0.3293	0.0510	batch
ENSMUSG00000106870	0.2416	0.0517	0.2507	0.0608	batch
ENSMUSG00000028441	0.0261	0.1126	0.0266	0.1131	group
ENSMUSG00000040452	0.1463	0.0242	0.1444	0.0224	batch
ENSMUSG00000020155	0.1631	0.0066	0.1655	0.0090	batch
ENSMUSG00000037406	0.0880	0.0926	0.0948	0.0995	group
ENSMUSG00000060600	0.0496	0.0964	0.0535	0.1003	group
ENSMUSG00000095675	0.0157	0.0353	0.0138	0.0334	group
ENSMUSG00000079434	0.1228	0.0435	0.1166	0.0372	batch
ENSMUSG00000028270	0.0117	0.0762	0.0089	0.0734	group
ENSMUSG00000056427	0.0317	0.0195	0.0306	0.0184	batch
ENSMUSG00000050295	0.0002	0.1188	0.0007	0.1193	group
ENSMUSG00000096995	0.1747	0.0762	0.1636	0.0651	batch
ENSMUSG00000026235	0.0002	0.0323	0.0006	0.0326	group
ENSMUSG00000026312	0.1151	0.0200	0.1137	0.0186	batch
ENSMUSG00000093629	0.0748	0.0625	0.0821	0.0698	batch
ENSMUSG00000029761	0.0612	0.0672	0.0678	0.0737	group
ENSMUSG00000103088	0.0003	0.0040	0.0003	0.0041	group
ENSMUSG00000026927	0.0142	0.1018	0.0172	0.1047	group
ENSMUSG00000049577	0.2642	0.0322	0.2562	0.0243	batch
