gene	R2_batch	R2_group	uniq_batch	uniq_group	dominant
ENSMUSG00000028382	0.2771	0.1085	0.2944	0.1258	batch
ENSMUSG00000039410	0.0006	0.0638	0.0003	0.0636	group
ENSMUSG00000050022	0.0003	0.0009	0.0003	0.0009	group
ENSMUSG00000006457	0.2568	0.0753	0.2452	0.0636	batch
ENSMUSG00000031273	0.0063	0.1177	0.0093	0.1207	group
ENSMUSG00000087042	0.0269	0.1292	0.0334	0.1357	group
ENSMUSG00000002059	0.0132	0.0383	0.0147	0.0397	group
ENSMUSG00000107462	0.4127	0.0662	0.4298	0.0834	batch
ENSMUSG00000113637	0.1981	0.0030	0.1991	0.0040	batch
ENSMUSG00000033220	0.0295	0.0333	0.0313	0.0352	group
ENSMUSG00000082028	0.0338	0.0330	0.0314	0.0306	batch
ENSMUSG00000027936	0.0809	0.1227	0.0904	0.1322	group
ENSMUSG00000064061	0.3137	0.0418	0.3240	0.0521	batch
ENSMUSG00000027589	0.6059	0.0475	0.6241	0.0657	batch
ENSMUSG00000068079	0.5367	0.0111	0.5345	0.0088	batch
ENSMUSG00000056553	0.0018	0.0466	0.0022	0.0471	group
ENSMUSG00000038702	0.2205	0.0396	0.2280	0.0470	batch
ENSMUSG00000067189	0.0448	0.0009	0.0446	0.0007	batch
ENSMUSG00000078896	0.1515	0.0857	0.1637	0.0979	batch
ENSMUSG00000030761	0.0018	0.0454	0.0020	0.0456	group
ENSMUSG00000063171	0.0354	0.1051	0.0418	0.1114	group
ENSMUSG00000030137	0.0378	0.1610	0.0304	0.1536	group
ENSMUSG00000047161	0.0186	0.0388	0.0192	0.0394	group
ENSMUSG00000003477	0.2954	0.0130	0.2964	0.0141	batch
ENSMUSG00000043165	0.4158	0.0667	0.4146	0.0656	batch
ENSMUSG00000049076	0.0494	0.1746	0.0585	0.1837	group
ENSMUSG00000040564	0.0017	0.0383	0.0018	0.0384	group
ENSMUSG00000051278	0.0781	0.1744	0.0880	0.1844	group
ENSMUSG00000040189	0.0454	0.0514	0.0452	0.0513	group
ENSMUSG00000032796	0.0018	0.1290	0.0008	0.1281	group
ENSMUSG00000035847	0.4808	0.0009	0.4836	0.0037	batch
ENSMUSG00000022783	0.0533	0.0515	0.0501	0.0483	batch
ENSMUSG00000037808	0.4579	0.0233	0.4622	0.0275	batch
ENSMUSG00000039634	0.0378	0.0519	0.0388	0.0528	group
ENSMUSG00000039747	0.0293	0.0206	0.0270	0.0183	batch
ENSMUSG00000111254	0.0429	0.0388	0.0468	0.0427	batch
ENSMUSG00000051606	0.0209	0.1332	0.0183	0.1306	group
ENSMUSG00000027386	0.0751	0.0057	0.0748	0.0054	batch
ENSMUSG00000035407	0.0001	0.0468	0.0000	0.0468	group
ENSMUSG00000115569	0.0010	0.0091	0.0012	0.0093	group
ENSMUSG00000031893	0.0115	0.0355	0.0106	0.0347	group
ENSMUSG00000045868	0.1619	0.1905	0.1791	0.2077	group
ENSMUSG00000046593	0.0588	0.0486	0.0556	0.0454	batch
ENSMUSG00000070737	0.0259	0.0362	0.0282	0.0385	group
ENSMUSG00000006262	0.3593	0.0271	0.3704	0.0382	batch
ENSMUSG00000052512	0.1989	0.1261	0.2147	0.1418	batch
ENSMUSG00000097061	0.2594	0.0098	0.2561	0.0065	batch
ENSMUSG00000039488	0.0002	0.0739	0.0000	0.0738	group
ENSMUSG00000057751	0.0621	0.0019	0.0612	0.0010	batch
ENSMUSG00000107810	0.0000	0.0861	0.0000	0.0862	group
ENSMUSG00000091556	0.0457	0.0493	0.0427	0.0463	group
ENSMUSG00000022515	0.0018	0.0910	0.0008	0.0899	group
ENSMUSG00000026259	0.0662	0.0225	0.0630	0.0194	batch
ENSMUSG00000081695	0.3496	0.0891	0.3647	0.1042	batch
ENSMUSG00000028369	0.0011	0.0419	0.0019	0.0427	group
ENSMUSG00000063108	0.1334	0.0818	0.1442	0.0926	batch
ENSMUSG00000030406	0.1528	0.1693	0.1658	0.1823	group
ENSMUSG00000018334	0.0666	0.0948	0.0591	0.0873	group
ENSMUSG00000085340	0.3890	0.0892	0.4037	0.1039	batch
ENSMUSG00000031925	0.0003	0.1604	0.0011	0.1612	group
ENSMUSG00000029149	0.0092	0.1830	0.0136	0.1874	group
ENSMUSG00000087211	0.1139	0.0050	0.1142	0.0054	batch
ENSMUSG00000056708	0.0851	0.0015	0.0856	0.0021	batch
ENSMUSG00000026269	0.0073	0.0348	0.0089	0.0364	group
ENSMUSG00000030669	0.0190	0.1876	0.0256	0.1942	group
ENSMUSG00000106990	0.0569	0.1790	0.0666	0.1887	group
ENSMUSG00000035595	0.0407	0.0442	0.0411	0.0446	group
ENSMUSG00000022704	0.0597	0.1189	0.0677	0.1270	group
ENSMUSG00000032308	0.2115	0.0225	0.2180	0.0290	batch
ENSMUSG00000058979	0.0077	0.0928	0.0104	0.0955	group
ENSMUSG00000032580	0.0631	0.1154	0.0713	0.1236	group
ENSMUSG00000026784	0.0923	0.0051	0.0932	0.0060	batch
ENSMUSG00000004891	0.0239	0.1415	0.0196	0.1372	group
ENSMUSG00000023755	0.0591	0.0192	0.0616	0.0217	batch
ENSMUSG00000090015	0.1127	0.1379	0.1244	0.1496	group
ENSMUSG00000029090	0.0567	0.0714	0.0572	0.0718	group
ENSMUSG00000042436	0.0122	0.0013	0.0121	0.0011	batch
ENSMUSG00000059857	0.0613	0.0087	0.0597	0.0072	batch
ENSMUSG00000050195	0.1077	0.0128	0.1049	0.0100	batch
ENSMUSG00000082724	0.0091	0.0711	0.0118	0.0738	group
ENSMUSG00000024076	0.4117	0.0005	0.4130	0.0018	batch
ENSMUSG00000051111	0.0048	0.0531	0.0065	0.0548	group
ENSMUSG00000034160	0.1031	0.1493	0.1161	0.1623	group
ENSMUSG00000090761	0.0171	0.0204	0.0186	0.0219	group
ENSMUSG00000006369	0.1225	0.0278	0.1283	0.0335	batch
ENSMUSG00000045034	0.1574	0.0936	0.1519	0.0882	batch
ENSMUSG00000082860	0.1092	0.0406	0.1141	0.0455	batch
ENSMUSG00000033730	0.2221	0.0321	0.2310	0.0411	batch
ENSMUSG00000093625	0.1159	0.0759	0.1088	0.0688	batch
ENSMUSG00000040752	0.0002	0.0065	0.0003	0.0066	group
ENSMUSG00000061393	0.0019	0.1694	0.0043	0.1717	group
ENSMUSG00000042460	0.3095	0.0097	0.3153	0.0155	batch
ENSMUSG00000097974	0.0999	0.0020	0.1002	0.0023	batch
ENSMUSG00000045767	0.1122	0.0201	0.1158	0.0237	batch
ENSMUSG00000019312	0.0460	0.0142	0.0452	0.0133	batch
ENSMUSG00000041481	0.1548	0.0617	0.1570	0.0639	batch
ENSMUSG00000049470	0.0006	0.0531	0.0002	0.0527	group
ENSMUSG00000045193	0.1564	0.0561	0.1474	0.0471	batch
ENSMUSG00000099354	0.0003	0.0485	0.0007	0.0489	group
ENSMUSG00000115205	0.3700	0.0605	0.3796	0.0701	batch
ENSMUSG00000097657	0.1230	0.0063	0.1215	0.0047	batch
ENSMUSG00000092242	0.0071	0.0727	0.0089	0.0745	group
ENSMUSG00000027030	0.0210	0.0892	0.0209	0.0891	group
ENSMUSG00000058620	0.0161	0.0083	0.0169	0.0092	batch
ENSMUSG00000018634	0.0682	0.0406	0.0719	0.0443	batch
ENSMUSG00000057280	0.0004	0.1073	0.0002	0.1071	group
ENSMUSG00000029032	0.0015	0.0009	0.0015	0.0009	batch
ENSMUSG00000113109	0.2158	0.0094	0.2202	0.0138	batch
ENSMUSG00000009470	0.1520	0.0957	0.1651	0.1088	batch
ENSMUSG00000102117	0.4098	0.0473	0.4225	0.0600	batch
ENSMUSG00000041577	0.0404	0.0382	0.0403	0.0380	batch
ENSMUSG00000046314	0.0674	0.0585	0.0725	0.0636	batch
ENSMUSG00000107944	0.0474	0.0365	0.0519	0.0410	batch
ENSMUSG00000111348	0.0045	0.0523	0.0032	0.0510	group
ENSMUSG00000044067	0.0601	0.0194	0.0618	0.0211	batch
ENSMUSG00000036782	0.0081	0.0431	0.0064	0.0414	group
ENSMUSG00000108402	0.0783	0.0472	0.0846	0.0535	batch
ENSMUSG00000043410	0.1840	0.0403	0.1925	0.0488	batch
ENSMUSG00000052504	0.1628	0.0530	0.1725	0.0628	batch
ENSMUSG00000020961	0.0013	0.0498	0.0007	0.0491	group
ENSMUSG00000117333	0.0205	0.0974	0.0251	0.1020	group
ENSMUSG00000071547	0.1274	0.0697	0.1337	0.0760	batch
ENSMUSG00000050321	0.0300	0.0932	0.0353	0.0984	group
ENSMUSG00000024601	0.0031	0.0532	0.0034	0.0535	group
ENSMUSG00000100706	0.2556	0.1179	0.2710	0.1332	batch
ENSMUSG00000034903	0.0891	0.0101	0.0924	0.0134	batch
ENSMUSG00000040620	0.0005	0.0545	0.0001	0.0542	group
ENSMUSG00000070047	0.0007	0.0549	0.0003	0.0545	group
ENSMUSG00000060224	0.0422	0.1032	0.0473	0.1082	group
ENSMUSG00000087178	0.0003	0.0032	0.0003	0.0033	group
ENSMUSG00000110447	0.0237	0.0392	0.0268	0.0423	group
ENSMUSG00000000916	0.0052	0.1923	0.0084	0.1955	group
ENSMUSG00000024873	0.6150	0.0041	0.6207	0.0097	batch
ENSMUSG00000102692	0.0150	0.0016	0.0148	0.0014	batch
ENSMUSG00000097944	0.0981	0.0336	0.1042	0.0398	batch
ENSMUSG00000116243	0.1327	0.0987	0.1219	0.0879	batch
ENSMUSG00000104212	0.0492	0.1880	0.0434	0.1822	group
ENSMUSG00000096401	0.0137	0.0568	0.0168	0.0598	group
ENSMUSG00000085782	0.1434	0.0387	0.1496	0.0450	batch
ENSMUSG00000037605	0.0017	0.0151	0.0020	0.0154	group
ENSMUSG00000024900	0.0254	0.0153	0.0268	0.0167	batch
ENSMUSG00000056648	0.0269	0.0640	0.0229	0.0600	group
ENSMUSG00000062284	0.0012	0.0748	0.0024	0.0759	group
ENSMUSG00000033177	0.0798	0.0147	0.0768	0.0117	batch
ENSMUSG00000037148	0.0808	0.0397	0.0795	0.0385	batch
ENSMUSG00000048379	0.4376	0.0360	0.4515	0.0499	batch
ENSMUSG00000038756	0.0053	0.0432	0.0070	0.0448	group
ENSMUSG00000101209	0.3348	0.0108	0.3416	0.0176	batch
ENSMUSG00000024764	0.2565	0.0422	0.2655	0.0512	batch
ENSMUSG00000060019	0.2098	0.1203	0.2243	0.1349	batch
ENSMUSG00000074968	0.1545	0.0513	0.1641	0.0608	batch
ENSMUSG00000048347	0.1624	0.0123	0.1667	0.0167	batch
ENSMUSG00000054204	0.2821	0.0259	0.2751	0.0189	batch
ENSMUSG00000037568	0.1362	0.0205	0.1322	0.0165	batch
ENSMUSG00000022197	0.0025	0.0061	0.0029	0.0065	group
ENSMUSG00000078234	0.0001	0.0267	0.0001	0.0266	group
ENSMUSG00000039782	0.1597	0.0246	0.1666	0.0316	batch
ENSMUSG00000095334	0.0961	0.1614	0.0841	0.1494	group
ENSMUSG00000024325	0.0890	0.0564	0.0955	0.0628	batch
ENSMUSG00000028832	0.0034	0.0470	0.0046	0.0482	group
ENSMUSG00000039242	0.1718	0.0870	0.1830	0.0981	batch
ENSMUSG00000045318	0.6889	0.0055	0.6895	0.0062	batch
ENSMUSG00000102496	0.5891	0.0027	0.5946	0.0082	batch
ENSMUSG00000109555	0.0836	0.0066	0.0847	0.0078	batch
ENSMUSG00000056752	0.0157	0.0904	0.0135	0.0883	group
ENSMUSG00000031026	0.1629	0.0112	0.1663	0.0146	batch
ENSMUSG00000032125	0.0913	0.1000	0.0997	0.1085	group
ENSMUSG00000030055	0.2043	0.1412	0.1926	0.1295	batch
ENSMUSG00000116903	0.0000	0.0789	0.0000	0.0789	group
ENSMUSG00000020053	0.4739	0.1026	0.4938	0.1225	batch
ENSMUSG00000115518	0.0255	0.2099	0.0324	0.2168	group
ENSMUSG00000061099	0.1790	0.0259	0.1855	0.0324	batch
ENSMUSG00000024565	0.0010	0.1410	0.0015	0.1415	group
ENSMUSG00000072774	0.0428	0.2315	0.0399	0.2287	group
ENSMUSG00000113340	0.5176	0.0908	0.5345	0.1076	batch
ENSMUSG00000026928	0.0552	0.0686	0.0617	0.0751	group
ENSMUSG00000028906	0.0388	0.0691	0.0436	0.0739	group
ENSMUSG00000036422	0.0161	0.0003	0.0161	0.0003	batch
ENSMUSG00000002289	0.0032	0.0735	0.0046	0.0750	group
ENSMUSG00000103567	0.0202	0.0012	0.0207	0.0017	batch
ENSMUSG00000035686	0.5522	0.0206	0.5645	0.0328	batch
ENSMUSG00000025666	0.3809	0.0222	0.3913	0.0326	batch
ENSMUSG00000103255	0.0129	0.0838	0.0119	0.0828	group
ENSMUSG00000066189	0.2744	0.0163	0.2684	0.0103	batch
ENSMUSG00000104868	0.0906	0.0349	0.0926	0.0369	batch
ENSMUSG00000025241	0.0884	0.0791	0.0973	0.0880	batch
ENSMUSG00000116679	0.0213	0.0236	0.0193	0.0217	group
ENSMUSG00000098097	0.0237	0.0514	0.0233	0.0511	group
ENSMUSG00000029161	0.0277	0.1312	0.0337	0.1373	group
ENSMUSG00000045382	0.1681	0.0196	0.1648	0.0163	batch
ENSMUSG00000030452	0.0452	0.0192	0.0439	0.0179	batch
ENSMUSG00000028654	0.0501	0.0015	0.0504	0.0019	batch
ENSMUSG00000085006	0.0093	0.0549	0.0097	0.0554	group
ENSMUSG00000000787	0.1442	0.0379	0.1505	0.0442	batch
ENSMUSG00000104093	0.0150	0.0140	0.0166	0.0155	batch
ENSMUSG00000028195	0.1284	0.0011	0.1294	0.0020	batch
ENSMUSG00000097577	0.0717	0.1332	0.0777	0.1391	group
ENSMUSG00000060639	0.1828	0.0236	0.1899	0.0307	batch
ENSMUSG00000070282	0.1476	0.0319	0.1466	0.0309	batch
ENSMUSG00000020484	0.3860	0.0711	0.3715	0.0567	batch
ENSMUSG00000026807	0.0000	0.1329	0.0000	0.1330	group
ENSMUSG00000031024	0.0259	0.2719	0.0180	0.2641	group
ENSMUSG00000034560	0.0026	0.0527	0.0038	0.0540	group
ENSMUSG00000046761	0.3621	0.0215	0.3625	0.0219	batch
ENSMUSG00000013367	0.2058	0.0135	0.2111	0.0189	batch
ENSMUSG00000068674	0.2908	0.0534	0.3030	0.0656	batch
ENSMUSG00000041633	0.0042	0.0557	0.0028	0.0543	group
ENSMUSG00000040987	0.0053	0.0391	0.0066	0.0403	group
ENSMUSG00000102411	0.1306	0.0920	0.1418	0.1032	batch
ENSMUSG00000081416	0.5144	0.0056	0.5170	0.0082	batch
ENSMUSG00000059423	0.3175	0.1622	0.3410	0.1857	batch
ENSMUSG00000028402	0.0132	0.0390	0.0113	0.0371	group
ENSMUSG00000023966	0.1417	0.0680	0.1515	0.0778	batch
ENSMUSG00000089993	0.3496	0.0901	0.3682	0.1087	batch
ENSMUSG00000030306	0.0063	0.0470	0.0074	0.0481	group
ENSMUSG00000025038	0.0255	0.2026	0.0215	0.1987	group
ENSMUSG00000118033	0.7086	0.0049	0.7089	0.0051	batch
ENSMUSG00000043029	0.1372	0.0235	0.1404	0.0267	batch
ENSMUSG00000038930	0.0282	0.1002	0.0334	0.1054	group
ENSMUSG00000078915	0.1030	0.1072	0.0971	0.1014	group
ENSMUSG00000027340	0.0762	0.0137	0.0764	0.0139	batch
ENSMUSG00000026655	0.0537	0.0467	0.0515	0.0445	batch
ENSMUSG00000021866	0.0355	0.0099	0.0376	0.0119	batch
ENSMUSG00000004366	0.3430	0.0631	0.3592	0.0793	batch
ENSMUSG00000032776	0.0674	0.0157	0.0674	0.0157	batch
ENSMUSG00000082776	0.0064	0.0134	0.0074	0.0143	group
ENSMUSG00000036990	0.1973	0.0569	0.2089	0.0685	batch
ENSMUSG00000083563	0.3139	0.0338	0.3186	0.0385	batch
ENSMUSG00000032175	0.0255	0.1141	0.0307	0.1192	group
ENSMUSG00000029716	0.0149	0.0141	0.0161	0.0153	batch
ENSMUSG00000075437	0.1445	0.0249	0.1477	0.0281	batch
ENSMUSG00000048280	0.5353	0.0416	0.5460	0.0524	batch
ENSMUSG00000038195	0.0000	0.1684	0.0001	0.1684	group
ENSMUSG00000024769	0.0076	0.0752	0.0099	0.0775	group
ENSMUSG00000038056	0.0356	0.1327	0.0428	0.1399	group
ENSMUSG00000032135	0.0093	0.0098	0.0097	0.0102	group
ENSMUSG00000031343	0.0504	0.0242	0.0472	0.0210	batch
ENSMUSG00000071042	0.0023	0.1192	0.0042	0.1210	group
ENSMUSG00000018126	0.1643	0.0711	0.1541	0.0609	batch
ENSMUSG00000066438	0.0074	0.0027	0.0075	0.0029	batch
ENSMUSG00000030607	0.0020	0.0704	0.0021	0.0706	group
ENSMUSG00000097960	0.0266	0.0487	0.0305	0.0526	group
ENSMUSG00000027569	0.0358	0.1932	0.0450	0.2024	group
ENSMUSG00000059203	0.1396	0.0698	0.1314	0.0616	batch
ENSMUSG00000058006	0.0510	0.1388	0.0597	0.1474	group
ENSMUSG00000033054	0.1803	0.0490	0.1757	0.0444	batch
ENSMUSG00000058152	0.0426	0.0256	0.0399	0.0229	batch
ENSMUSG00000073643	0.2591	0.1418	0.2777	0.1603	batch
ENSMUSG00000042312	0.3504	0.0351	0.3628	0.0474	batch
ENSMUSG00000041272	0.1422	0.0665	0.1330	0.0573	batch
ENSMUSG00000048834	0.1031	0.0013	0.1036	0.0018	batch
ENSMUSG00000044288	0.0249	0.0430	0.0272	0.0453	group
ENSMUSG00000103947	0.3229	0.0024	0.3240	0.0035	batch
ENSMUSG00000020695	0.0712	0.0720	0.0761	0.0769	group
ENSMUSG00000075600	0.1002	0.0746	0.1091	0.0834	batch
ENSMUSG00000035067	0.0016	0.0560	0.0026	0.0570	group
ENSMUSG00000047712	0.0294	0.0112	0.0290	0.0109	batch
ENSMUSG00000062627	0.3193	0.0450	0.3304	0.0561	batch
ENSMUSG00000020216	0.0214	0.0807	0.0177	0.0769	group
ENSMUSG00000110618	0.1657	0.0801	0.1766	0.0910	batch
ENSMUSG00000051727	0.0713	0.0298	0.0739	0.0324	batch
ENSMUSG00000046167	0.0291	0.0891	0.0256	0.0856	group
ENSMUSG00000035456	0.0606	0.0294	0.0567	0.0255	batch
ENSMUSG00000036501	0.0759	0.0353	0.0713	0.0307	batch
ENSMUSG00000107272	0.0035	0.0344	0.0041	0.0350	group
ENSMUSG00000087413	0.0076	0.0842	0.0066	0.0832	group
ENSMUSG00000052133	0.0236	0.0725	0.0272	0.0762	group
ENSMUSG00000021186	0.0297	0.0291	0.0270	0.0265	batch
ENSMUSG00000025898	0.0986	0.0336	0.0954	0.0303	batch
ENSMUSG00000090946	0.0525	0.0364	0.0487	0.0325	batch
ENSMUSG00000028028	0.0019	0.0845	0.0034	0.0861	group
ENSMUSG00000118220	0.6714	0.0190	0.6796	0.0272	batch
ENSMUSG00000055480	0.0265	0.0210	0.0278	0.0224	batch
ENSMUSG00000047591	0.1607	0.0539	0.1575	0.0506	batch
ENSMUSG00000022577	0.1535	0.0440	0.1621	0.0526	batch
ENSMUSG00000025780	0.0027	0.0346	0.0035	0.0354	group
ENSMUSG00000066113	0.0361	0.0387	0.0329	0.0355	group
ENSMUSG00000113188	0.1794	0.0156	0.1777	0.0140	batch
ENSMUSG00000020077	0.0575	0.1107	0.0605	0.1137	group
ENSMUSG00000085829	0.2487	0.1341	0.2363	0.1216	batch
ENSMUSG00000039358	0.1120	0.0213	0.1074	0.0167	batch
ENSMUSG00000078137	0.0344	0.0132	0.0354	0.0142	batch
ENSMUSG00000078129	0.0770	0.0720	0.0838	0.0787	batch
ENSMUSG00000091956	0.4317	0.0063	0.4292	0.0038	batch
ENSMUSG00000091636	0.2287	0.0006	0.2282	0.0000	batch
ENSMUSG00000036800	0.2059	0.0867	0.2199	0.1007	batch
ENSMUSG00000022342	0.4267	0.0188	0.4271	0.0192	batch
ENSMUSG00000003452	0.5132	0.0784	0.5349	0.1001	batch
ENSMUSG00000027559	0.0048	0.0913	0.0033	0.0898	group
ENSMUSG00000103144	0.0036	0.0265	0.0047	0.0276	group
ENSMUSG00000083287	0.1274	0.0274	0.1226	0.0227	batch
ENSMUSG00000018076	0.0703	0.0798	0.0782	0.0878	group
ENSMUSG00000030157	0.0417	0.1950	0.0386	0.1919	group
ENSMUSG00000110841	0.3182	0.0744	0.3351	0.0913	batch
ENSMUSG00000096014	0.1047	0.0204	0.1033	0.0190	batch
ENSMUSG00000079495	0.0784	0.0402	0.0730	0.0347	batch
ENSMUSG00000070407	0.1670	0.0177	0.1667	0.0174	batch
ENSMUSG00000025020	0.0513	0.0700	0.0455	0.0641	group
ENSMUSG00000030048	0.0336	0.0073	0.0328	0.0065	batch
ENSMUSG00000028655	0.0279	0.1287	0.0316	0.1324	group
ENSMUSG00000115222	0.1488	0.0648	0.1550	0.0710	batch
ENSMUSG00000104923	0.4408	0.0062	0.4436	0.0090	batch
ENSMUSG00000045005	0.0351	0.0227	0.0323	0.0200	batch
ENSMUSG00000016252	0.3669	0.0599	0.3823	0.0754	batch
ENSMUSG00000098090	0.4783	0.0510	0.4952	0.0679	batch
ENSMUSG00000018698	0.0651	0.0336	0.0697	0.0382	batch
ENSMUSG00000113288	0.5168	0.0279	0.5299	0.0410	batch
ENSMUSG00000008384	0.0249	0.0330	0.0271	0.0352	group
ENSMUSG00000111272	0.0075	0.0372	0.0086	0.0382	group
ENSMUSG00000028414	0.0262	0.1546	0.0203	0.1487	group
ENSMUSG00000009075	0.3147	0.0103	0.3102	0.0057	batch
ENSMUSG00000019945	0.1580	0.0839	0.1502	0.0761	batch
ENSMUSG00000028825	0.0648	0.0477	0.0631	0.0460	batch
ENSMUSG00000089706	0.2745	0.0001	0.2748	0.0004	batch
ENSMUSG00000024232	0.1903	0.0041	0.1896	0.0034	batch
ENSMUSG00000019789	0.0006	0.0477	0.0009	0.0480	group
ENSMUSG00000071862	0.2243	0.0120	0.2270	0.0147	batch
ENSMUSG00000007872	0.5569	0.0300	0.5605	0.0336	batch
ENSMUSG00000031521	0.0932	0.0416	0.0997	0.0481	batch
ENSMUSG00000002489	0.0458	0.0086	0.0464	0.0092	batch
ENSMUSG00000060096	0.1979	0.0065	0.1951	0.0037	batch
ENSMUSG00000017861	0.0000	0.1200	0.0002	0.1202	group
ENSMUSG00000059810	0.0151	0.0008	0.0149	0.0007	batch
ENSMUSG00000114493	0.1516	0.0476	0.1605	0.0565	batch
ENSMUSG00000118506	0.0375	0.0710	0.0431	0.0766	group
ENSMUSG00000039480	0.0179	0.0609	0.0200	0.0629	group
ENSMUSG00000040520	0.0368	0.0212	0.0368	0.0212	batch
ENSMUSG00000004609	0.4460	0.0187	0.4560	0.0287	batch
ENSMUSG00000037254	0.0016	0.0503	0.0016	0.0503	group
ENSMUSG00000050310	0.0645	0.0635	0.0714	0.0704	batch
ENSMUSG00000032578	0.0656	0.0343	0.0644	0.0331	batch
ENSMUSG00000023994	0.0744	0.1244	0.0652	0.1152	group
ENSMUSG00000045210	0.4602	0.0234	0.4693	0.0325	batch
ENSMUSG00000018476	0.0958	0.1486	0.1075	0.1603	group
ENSMUSG00000029414	0.0002	0.1350	0.0003	0.1351	group
ENSMUSG00000032271	0.0397	0.0095	0.0418	0.0116	batch
ENSMUSG00000028007	0.0312	0.0134	0.0333	0.0154	batch
ENSMUSG00000029428	0.0138	0.0926	0.0162	0.0951	group
ENSMUSG00000025358	0.1546	0.0416	0.1505	0.0375	batch
ENSMUSG00000029178	0.0095	0.1029	0.0130	0.1064	group
ENSMUSG00000093507	0.0008	0.1292	0.0002	0.1285	group
ENSMUSG00000025909	0.0261	0.0378	0.0261	0.0379	group
ENSMUSG00000081394	0.2133	0.0547	0.2251	0.0665	batch
ENSMUSG00000019916	0.4151	0.1157	0.3947	0.0954	batch
ENSMUSG00000059835	0.3846	0.0727	0.3999	0.0880	batch
ENSMUSG00000073460	0.0411	0.0341	0.0451	0.0381	batch
ENSMUSG00000082179	0.1533	0.0940	0.1499	0.0906	batch
ENSMUSG00000027435	0.0261	0.0548	0.0279	0.0566	group
ENSMUSG00000060371	0.0526	0.0421	0.0546	0.0441	batch
ENSMUSG00000030759	0.4801	0.0812	0.5014	0.1025	batch
ENSMUSG00000031362	0.0990	0.0083	0.0990	0.0084	batch
ENSMUSG00000083798	0.0325	0.0301	0.0326	0.0302	batch
ENSMUSG00000104662	0.0012	0.0580	0.0021	0.0589	group
ENSMUSG00000002020	0.0090	0.1051	0.0066	0.1028	group
ENSMUSG00000097231	0.0382	0.0817	0.0434	0.0870	group
ENSMUSG00000040473	0.1689	0.1733	0.1872	0.1916	group
ENSMUSG00000074591	0.0083	0.2415	0.0044	0.2375	group
ENSMUSG00000115730	0.1556	0.0044	0.1534	0.0022	batch
ENSMUSG00000060534	0.1156	0.0360	0.1213	0.0417	batch
ENSMUSG00000116090	0.1974	0.0092	0.1937	0.0055	batch
ENSMUSG00000089633	0.0982	0.0896	0.0901	0.0815	batch
ENSMUSG00000026814	0.0015	0.2009	0.0008	0.2001	group
ENSMUSG00000042540	0.4082	0.0029	0.4110	0.0057	batch
ENSMUSG00000004552	0.0334	0.0712	0.0313	0.0691	group
ENSMUSG00000040253	0.2825	0.0397	0.2926	0.0498	batch
ENSMUSG00000034832	0.1435	0.1441	0.1581	0.1587	group
ENSMUSG00000067336	0.4199	0.0589	0.4374	0.0764	batch
ENSMUSG00000109228	0.0066	0.2033	0.0052	0.2019	group
ENSMUSG00000028689	0.0430	0.0486	0.0463	0.0519	group
ENSMUSG00000024227	0.0046	0.0538	0.0055	0.0547	group
ENSMUSG00000050222	0.5130	0.0046	0.5189	0.0105	batch
ENSMUSG00000021327	0.0158	0.1488	0.0208	0.1538	group
ENSMUSG00000051323	0.0038	0.0215	0.0047	0.0225	group
ENSMUSG00000042489	0.1702	0.0056	0.1677	0.0031	batch
ENSMUSG00000023921	0.1490	0.0166	0.1532	0.0207	batch
ENSMUSG00000021203	0.1635	0.0986	0.1513	0.0864	batch
ENSMUSG00000005968	0.1515	0.0909	0.1451	0.0844	batch
ENSMUSG00000039851	0.0396	0.0511	0.0422	0.0537	group
ENSMUSG00000039062	0.0158	0.0295	0.0180	0.0317	group
ENSMUSG00000042073	0.0676	0.0833	0.0750	0.0907	group
ENSMUSG00000092202	0.1137	0.0542	0.1146	0.0551	batch
ENSMUSG00000040524	0.0211	0.0843	0.0253	0.0885	group
ENSMUSG00000070469	0.0347	0.0391	0.0381	0.0425	group
ENSMUSG00000053461	0.0119	0.0708	0.0150	0.0739	group
ENSMUSG00000035314	0.3295	0.0869	0.3322	0.0895	batch
ENSMUSG00000040339	0.0651	0.0256	0.0678	0.0282	batch
ENSMUSG00000052192	0.1108	0.0115	0.1105	0.0113	batch
ENSMUSG00000032842	0.1057	0.0725	0.1146	0.0815	batch
ENSMUSG00000114688	0.6819	0.0412	0.7010	0.0603	batch
ENSMUSG00000052407	0.0843	0.0237	0.0888	0.0282	batch
ENSMUSG00000049122	0.3619	0.0172	0.3597	0.0150	batch
ENSMUSG00000030022	0.0071	0.2201	0.0037	0.2167	group
ENSMUSG00000020893	0.0717	0.0129	0.0743	0.0155	batch
ENSMUSG00000087479	0.1128	0.0883	0.1188	0.0943	batch
ENSMUSG00000038679	0.0757	0.1440	0.0858	0.1541	group
ENSMUSG00000073705	0.1256	0.0201	0.1302	0.0248	batch
ENSMUSG00000046182	0.1141	0.0184	0.1109	0.0153	batch
ENSMUSG00000079363	0.1596	0.0812	0.1641	0.0858	batch
ENSMUSG00000105787	0.4933	0.0241	0.5058	0.0366	batch
ENSMUSG00000030717	0.0037	0.0428	0.0035	0.0426	group
ENSMUSG00000039728	0.0431	0.0285	0.0460	0.0314	batch
ENSMUSG00000063531	0.0014	0.0524	0.0007	0.0518	group
ENSMUSG00000056763	0.1317	0.2274	0.1500	0.2457	group
ENSMUSG00000063558	0.0152	0.0960	0.0122	0.0930	group
